지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),합계 일조시간(hr)
260,장흥,1997-06,21.7,27.4,16.4,251,109,27,188.2
260,장흥,1997-07,24.7,29,21.3,295,82,22,141.6
260,장흥,1997-08,25.4,30.1,21.6,262,132,29,175.8
260,장흥,1997-09,20,27.1,14.4,22,11.5,4.5,204.2
260,장흥,1997-10,13.3,21.8,5.7,3.5,3,1.5,234.9
260,장흥,1997-11,9.5,16.2,3.6,230.5,137.5,,133.4
260,장흥,1997-12,3.3,9.5,-1.8,82.8,71,,123.2
260,장흥,1998-01,1.1,6.4,-3.8,46.1,20,,121.7
260,장흥,1998-02,4.5,10.6,-1.3,43,35.5,,135.2
260,장흥,1998-03,7,14.1,.6,80,56.5,,201
260,장흥,1998-04,14.7,20.1,10,159.5,42.5,38,168.4
260,장흥,1998-05,17.6,23.2,12.5,94,27.5,7,161.4
260,장흥,1998-06,20.2,23.5,17.2,395.5,96.5,27,103.7
260,장흥,1998-07,24.5,28,21.7,220,59,28,134.5
260,장흥,1998-08,25.5,29.8,22.1,310,147,34.5,129.8
260,장흥,1998-09,22.2,27.9,17.6,334,199.5,33,168.9
260,장흥,1998-10,16.9,23.6,11.5,40,25,9.5,185.8
260,장흥,1998-11,8.9,16.3,2.6,24.5,10.5,,204.7
260,장흥,1998-12,3.7,11.2,-2.6,2.5,1,,196.4
260,장흥,1999-01,1.7,7.7,-3.4,35.2,26.5,,172.3
260,장흥,1999-02,2.9,9,-2.3,32.2,10,,172.7
260,장흥,1999-03,7.6,13.6,1.6,124.4,51,,126
260,장흥,1999-04,12.7,19.4,6.3,94.5,72.5,19.5,221.7
260,장흥,1999-05,16.8,22.9,10.6,117.5,47,11,254.7
260,장흥,1999-06,21.5,26.6,17.2,148.5,47,13.5,175.9
260,장흥,1999-07,23.3,26.8,20.6,466.5,121.5,48.5,84.8
260,장흥,1999-08,24.3,28.1,21.1,442,87,47.5,92.9
260,장흥,1999-09,22.7,27.6,19.1,394,135.5,58,119.6
260,장흥,1999-10,14.5,21.4,8.8,98,57.5,16.5,155.8
260,장흥,1999-11,8.3,15.5,2.3,26,13.5,,185.4
260,장흥,1999-12,2.2,8.6,-3.7,5.5,2.5,,182.7
260,장흥,2000-01,1.3,5.7,-3.1,26.7,6,,130
260,장흥,2000-02,.8,6.3,-4.3,7.1,2.1,,200.3
260,장흥,2000-03,6.2,13.6,-.8,30.5,22.5,,220.7
260,장흥,2000-04,11.1,18.6,3.3,14.5,5,4,232.7
260,장흥,2000-05,16.4,23.3,10,64.5,28.5,9,228.3
260,장흥,2000-06,20.9,25.9,16.6,256.5,95,22,140.4
260,장흥,2000-07,25.2,29.6,21.9,429,189.5,41,162.9
260,장흥,2000-08,25.5,30,21.9,432.5,155,95.5,195.6
260,장흥,2000-09,19.7,25,15.4,285,73.5,16.5,137
260,장흥,2000-10,14.9,21.4,9.5,22.5,13,.5,30.2
260,장흥,2000-11,7.8,14.7,2,48.5,13,,168.6
260,장흥,2000-12,2.5,9.9,-3.4,5.5,2,,196.7
260,장흥,2001-01,.5,5.5,-4.3,45.2,16,,151.7
260,장흥,2001-02,2.3,9.1,-3.5,84,38,,161.3
260,장흥,2001-03,5.8,12.3,-.2,17.6,5.5,,214.2
260,장흥,2001-04,11.9,19.9,3.3,28,11,3.5,257.9
260,장흥,2001-05,17.6,23.9,12,24.5,4.5,3,236.2
260,장흥,2001-06,21,26.2,17.2,313,176.5,33.5,272.3
260,장흥,2001-07,24.9,29.2,21.3,152,35,21.5,316.8
260,장흥,2001-08,24.6,29.9,20.2,106.5,29,15,325.4
260,장흥,2001-09,20.4,27.1,14.7,38,29,10,292.4
260,장흥,2001-10,15.7,22.4,10.1,75.5,27.5,10,259.5
260,장흥,2001-11,6.8,14.9,0,28.5,19.5,,246.4
260,장흥,2001-12,2.6,7.9,-2.3,55.3,28.5,,196.6
260,장흥,2002-01,3.1,8.2,-1.3,68.8,29.5,,168.7
260,장흥,2002-02,3.1,10.4,-3.6,17,13,,212.3
260,장흥,2002-03,7.8,15.1,.7,67,20,,237.2
260,장흥,2002-04,13,19.3,6.6,175.5,109.5,29.5,234.3
260,장흥,2002-05,16.9,22.4,12,95,30,19,225.7
260,장흥,2002-06,20.9,26.7,15.5,122.5,42,19.5,269
260,장흥,2002-07,23.7,27.7,21,336.5,136.5,26.5,186.2
260,장흥,2002-08,23.7,27.7,20.9,809,231,41,173.9
260,장흥,2002-09,19.7,26.4,14.7,115,56.5,11,236.7
260,장흥,2002-10,13.1,20.4,6.8,46,17,15,222.8
260,장흥,2002-11,5.5,12.2,-1,28,17.5,,198
260,장흥,2002-12,3.6,9.1,-1.6,29,8.5,,140.3
260,장흥,2003-01,-.1,4.8,-5,26.6,12.5,,167.9
260,장흥,2003-02,3.5,9,-1.8,51,24.5,,174.7
260,장흥,2003-03,6.2,12,.7,88,35.5,,206.7
260,장흥,2003-04,12.8,18.5,7.3,209.5,48.5,19.5,209.8
260,장흥,2003-05,17.3,22.8,12.4,202,97.5,20.5,212.4
260,장흥,2003-06,20.7,25.3,16.5,164.5,50.5,9.5,208.4
260,장흥,2003-07,22.1,25.2,19.6,497.5,56.5,28,134
260,장흥,2003-08,23.8,28,20.2,268,60.5,26.5,196.1
260,장흥,2003-09,21.3,26.8,16.8,191,138,16.5,206.2
260,장흥,2003-10,13.4,21,7.1,36,18.5,14,245.5
260,장흥,2003-11,10.5,16.3,5.2,53.5,15.5,,135.8
260,장흥,2003-12,3.1,8.5,-2.1,12.7,4,,166.7
260,장흥,2004-01,.2,6.3,-4.9,10.5,3.5,,191.3
260,장흥,2004-02,3.5,10.3,-3,69.9,44.5,,206.8
260,장흥,2004-03,6.7,13.7,-.2,63.9,28,,241.3
260,장흥,2004-04,12.1,19.7,4.2,80.5,33,8.5,249.7
260,장흥,2004-05,16.8,21.8,11.7,129.5,22,14.5,208.4
260,장흥,2004-06,20.9,26,16.3,232.5,75.5,22.5,214.5
260,장흥,2004-07,25.3,29.5,22.1,302.5,124,45,206.8
260,장흥,2004-08,25.3,30.4,21.1,516.5,328,64,224.3
260,장흥,2004-09,21.5,26.7,17.5,432.5,224,60,146.7
260,장흥,2004-10,14.3,22.2,7.3,6.5,6.5,5,257.2
260,장흥,2004-11,8.9,16.4,2.7,95,75,,194.7
260,장흥,2004-12,4.4,10.3,-1.2,23.5,22,,169.6
260,장흥,2005-01,.3,4.9,-3.9,13,5.5,,172.2
260,장흥,2005-02,1.3,5.9,-2.9,42.3,13,,171
260,장흥,2005-03,4.8,11.3,-1.2,74.5,26,,242.4
260,장흥,2005-04,12.3,19.4,5,127.5,47.5,19,268.8
260,장흥,2005-05,16.9,23.3,10.7,137.5,76.5,25.5,309.6
260,장흥,2005-06,22.1,27.4,18,226.5,78.5,40,230
260,장흥,2005-07,24.9,29.4,21.6,225.5,49.5,41,169.3
260,장흥,2005-08,25.1,30,21.6,327.5,90,57.5,163.1
260,장흥,2005-09,22.6,28.3,18.6,97.5,59.5,28,152.5
260,장흥,2005-10,14.8,22.6,8.8,12.5,8.5,4.5,195.7
260,장흥,2005-11,8.6,16.2,2.1,72,24.5,0,172.7
260,장흥,2005-12,-.5,5.3,-5.6,65.7,43,,166.1
260,장흥,2006-01,1.8,7.6,-3.3,17,8.5,,153.6
260,장흥,2006-02,1.8,7.9,-3.8,50.5,12.5,,149.7
260,장흥,2006-03,6.3,13.8,-.9,20.5,10.5,,216.4
260,장흥,2006-04,11.3,17.8,4.6,137.5,36,8.5,168.9
260,장흥,2006-05,16.7,22.4,11.7,275.5,114.5,25,151.7
260,장흥,2006-06,20.9,26.3,16.6,270.5,105.5,19,146
260,장흥,2006-07,23.8,27.6,21.3,506.5,152.5,30.5,60.6
260,장흥,2006-08,26.5,31.9,22.8,208.5,126,37.5,177.4
260,장흥,2006-09,19.4,25.5,14.4,83,38.5,7.5,168.6
260,장흥,2006-10,16.7,25.6,10.1,34.5,34.5,14.5,206.2
260,장흥,2006-11,10,16.4,4,34.5,25.5,,133.5
260,장흥,2006-12,3.2,9.4,-1.9,40.1,12,,160.2
260,장흥,2007-01,1.7,7.8,-3.8,14.9,5.8,,146.9
260,장흥,2007-02,4.9,12.2,-1.9,49.4,18.5,,193.4
260,장흥,2007-03,7.3,13.7,1.3,159.5,96,,159.5
260,장흥,2007-04,11.3,18.4,3.6,42.5,19.5,9.5,204.1
260,장흥,2007-05,17.2,23.5,11.5,148,49,22.5,238.3
260,장흥,2007-06,21.2,25.5,17.7,37.5,7.5,5,127.1
260,장흥,2007-07,23.9,28,20.8,274.5,78.5,39.5,109.9
260,장흥,2007-08,26.1,30.3,23,577,142,42.5,135.1
260,장흥,2007-09,21.8,25.9,18.6,530.5,100.5,33.5,92
260,장흥,2007-10,15.3,22,9.5,90,42,21,195.3
260,장흥,2007-11,7.7,15.3,1,1.5,1.5,,188
260,장흥,2007-12,4.1,9.7,-.9,52.7,14,,113.5
260,장흥,2008-01,1.5,6.3,-2.3,44,19.2,,133.1
260,장흥,2008-02,.7,7.1,-5.2,11.1,9,,212.3
260,장흥,2008-03,7.2,14.3,0,51.4,25,,206.7
260,장흥,2008-04,12.7,19.3,6.1,52.1,18.5,6,175.5
260,장흥,2008-05,17,23.5,10.5,192.2,88.5,23.5,211.5
260,장흥,2008-06,20.7,24.4,17.6,262.2,65,13,76.3
260,장흥,2008-07,26.2,30.2,23.2,127.3,55.5,27,135.6
260,장흥,2008-08,25.4,29.9,21.4,127.2,47,41,178.6
260,장흥,2008-09,22.2,27.6,17.7,42.5,28,27.5,139.9
260,장흥,2008-10,16.3,24,10,35.5,33,9.5,188
260,장흥,2008-11,8.6,15.6,2.7,26.9,8,,154.2
260,장흥,2008-12,3.2,9.8,-2.6,9.2,3.5,,156.5
260,장흥,2009-01,1,6.9,-4.3,12.9,4.5,,142.9
260,장흥,2009-02,5.3,11.6,-.6,64.5,24,,131
260,장흥,2009-03,7.7,14.1,1.2,62,23,,184.3
260,장흥,2009-04,12.4,20,5.1,121,91,12.5,236.2
260,장흥,2009-05,18.2,25.3,11.3,157.4,56.5,13,245.3
260,장흥,2009-06,21.9,26.6,17.5,118.2,43.5,22,181.9
260,장흥,2009-07,24.5,28.2,21.3,638.6,172,70.5,96.8
260,장흥,2009-08,25,29.3,21.1,107.1,56.5,38,149.5
260,장흥,2009-09,21.8,27.8,17.1,66.9,37.6,12,183.5
260,장흥,2009-10,15.3,23.1,8.9,57.4,22,11.5,224
260,장흥,2009-11,9.1,14.9,4.4,20,10,,141
260,장흥,2009-12,2.9,7.9,-1.8,35.5,13.6,,135.7
260,장흥,2010-01,.7,6.1,-4.3,34.6,17,,149.5
260,장흥,2010-02,3.9,9.1,-1,119,49,,124.8
260,장흥,2010-03,7.2,11.8,2.1,111.4,31,,121
260,장흥,2010-04,10.5,16.2,4.5,159.5,34,12,177.1
260,장흥,2010-05,17.4,23.5,11.8,146,74.5,19.5,208.8
260,장흥,2010-06,22.4,27.4,18,88.5,44.5,10.5,150.6
260,장흥,2010-07,25.4,29,22.7,268.5,59.5,20.5,74.6
260,장흥,2010-08,27.2,30.9,24.2,565.2,137.5,67,141.2
260,장흥,2010-09,23,28.3,18.8,114.6,30,16.5,148.9
260,장흥,2010-10,15.5,22.2,9.5,64.5,26,9.5,188.9
260,장흥,2010-11,7.7,15.2,.8,23.8,13,,185.8
260,장흥,2010-12,2.8,8.9,-3,53.2,21.5,,149.9
260,장흥,2011-01,-2.4,2.2,-7.1,1.9,1,,190.9
260,장흥,2011-02,3.1,10,-3,74,46,,187.6
260,장흥,2011-03,5.2,12,-1.2,31,20,,247.4
260,장흥,2011-04,11.6,18.6,4.2,134.8,50,12,225.5
260,장흥,2011-05,18,23.5,12.7,127.7,62.5,12.5,177.7
260,장흥,2011-06,22.5,27,18.7,272.2,75,24.5,131.6
260,장흥,2011-07,26,29.6,23,360.3,188.5,45.5,123.3
260,장흥,2011-08,25.6,29.1,23,354.5,134.5,48.5,92.8
260,장흥,2011-09,22.1,28.3,17,25.3,11.5,4,186.9
260,장흥,2011-10,14.9,22.2,8.4,24,15,6,211.1
260,장흥,2011-11,12.4,17.7,7.8,167.5,61.5,,122.4
260,장흥,2011-12,2.5,7.5,-2.2,10.6,6,,143.1
260,장흥,2012-01,.8,6,-4.4,17.1,7.5,,142.1
260,장흥,2012-02,.6,5.6,-3.9,35.1,16.5,,130.9
260,장흥,2012-03,6.6,12,1.7,165.1,89,,172.1
260,장흥,2012-04,12.7,18.6,6.2,235.5,127.5,15.5,203.5
260,장흥,2012-05,18.8,25.2,13.2,38,29,9.9,213
260,장흥,2012-06,22.3,26.6,18.6,53.9,18.5,8.5,127.2
260,장흥,2012-07,25.6,29.5,22.6,267,74,33.5,126
260,장흥,2012-08,26.9,30.3,23.9,554.1,157,43,152.4
260,장흥,2012-09,20.7,25.9,16.3,248.5,61,27.5,167.9
260,장흥,2012-10,15.1,22.3,8.6,55,42,21.5,215.7
260,장흥,2012-11,8.2,13.4,2.9,42.4,8,,117.3
260,장흥,2012-12,1.3,6,-3.1,63,23,,134.9
260,장흥,2013-01,.2,5.4,-4.9,19,14,,160.1
260,장흥,2013-02,2.4,7.7,-2.7,59.5,32.5,,158.7
260,장흥,2013-03,7.2,15,.2,71,36.5,,228.6
260,장흥,2013-04,10.9,17.3,4,59.9,30.5,5.5,204.6
260,장흥,2013-05,17.9,24.5,11.3,225.2,161,17,222.2
260,장흥,2013-06,22.6,27,19.1,88.1,59,37.5,133.9
260,장흥,2013-07,26.7,30.3,23.7,180,61,23.5,119.8
260,장흥,2013-08,27.4,32.4,23.4,256.4,88.5,35,219.1
260,장흥,2013-09,22,27.8,17.1,82.1,50.5,35.5,181.4
260,장흥,2013-10,16.4,23.1,10.7,27.6,19,3.7,209.5
260,장흥,2013-11,8.2,14.8,2.5,81.1,33,,151.4
260,장흥,2013-12,3,8.6,-1.9,7.4,3,,139
260,장흥,2014-01,1.6,8.4,-4.8,13.5,8,,187.3
260,장흥,2014-02,4,9.8,-1.3,22.9,8,,144.1
260,장흥,2014-03,7.9,14,1.8,87.7,27.5,,189.1
260,장흥,2014-04,13.4,20.3,7,64.6,25.5,4.5,192.4
260,장흥,2014-05,17.8,24.7,11,105.1,54.5,17.5,271.7
260,장흥,2014-06,21.9,26.6,18.3,119,61.5,6.2,108.3
260,장흥,2014-07,24.5,28.4,21.4,214.2,102,36,109.4
260,장흥,2014-08,24.3,28.1,21.5,528.2,213.5,41.5,84.3
260,장흥,2014-09,21.4,27.3,16.6,209.4,170,50,167.8
260,장흥,2014-10,15.6,22.9,9.3,84,34,13,220.8
260,장흥,2014-11,10,16.4,4.7,72.7,47.5,,144.6
260,장흥,2014-12,1.9,6.8,-2.5,24.7,5.5,,136.6
260,장흥,2015-01,2.2,7.5,-2.8,25.6,8,,166.5
260,장흥,2015-02,3.2,8.5,-2,29.4,14,,142.4
260,장흥,2015-03,7.4,14.6,.5,39.5,34,,223.1
260,장흥,2015-04,12.9,19.3,7.5,178.6,49,21.5,157.9
260,장흥,2015-05,18.3,25.1,11.8,124.5,60.5,14,252.3
260,장흥,2015-06,21.2,25.5,17.6,104.9,34.5,12,124.2
260,장흥,2015-07,24.5,28.7,21.1,231,142.5,30.1,128.3
260,장흥,2015-08,25.1,30.1,21.1,149,76.5,23.1,164.6
260,장흥,2015-09,20.4,26.3,15.1,64.4,25.6,7.5,203.4
260,장흥,2015-10,15.1,22.3,9,77.9,63.5,11,228.2
260,장흥,2015-11,11.4,16,7.3,84.3,16.5,0,91.5
260,장흥,2015-12,5.1,10.1,.3,51.9,28.7,,138.2
260,장흥,2016-01,1,5.5,-3.1,54,17.6,,152
260,장흥,2016-02,2.9,8.5,-2.5,50.5,40.3,,176.6
260,장흥,2016-03,7.4,14.2,.8,90.3,33.4,,211.7
260,장흥,2016-04,14.1,20.3,8.2,222.9,62.9,16.9,192.5
260,장흥,2016-05,18.2,24.1,12.1,133.2,42.6,14.5,230.1
260,장흥,2016-06,21.9,25.7,18.7,141.5,69.5,23.5,120.5
260,장흥,2016-07,25.7,29.5,22.5,208.3,71.9,41.1,194.8
260,장흥,2016-08,26.7,32.2,22.2,50.1,23.7,12.4,270.2
260,장흥,2016-09,22.1,26.8,18.2,233.7,130.8,36.3,120.8
260,장흥,2016-10,17.1,21.8,12.9,197.5,74.7,34.8,107.5
260,장흥,2016-11,9.3,15.1,4,77.5,25.7,,162.5
260,장흥,2016-12,4.8,10.6,-.2,53.7,18.9,,156.9
260,장흥,2017-01,2.1,7.7,-3.3,11.6,4.1,,195.6
260,장흥,2017-02,2.9,9,-3,33.3,20.1,,189.9
260,장흥,2017-03,6.9,14.1,0,29.1,12.8,,210.2
260,장흥,2017-04,14.3,21.6,7.1,52.5,22.2,3.7,243.9
260,장흥,2017-05,18.9,26,11.6,29.9,17.2,17,241.5
260,장흥,2017-06,21.8,27.1,16.9,123.2,37.5,28.8,195.2
260,장흥,2017-07,26.7,30.7,23.6,251,112.7,43.7,138.7
260,장흥,2017-08,26.2,30.8,22,216.5,89.7,42.5,215.1
260,장흥,2017-09,21,26.6,16,96.4,49.3,15.9,183
260,장흥,2017-10,16,22.1,11.1,101.1,71.1,18,159.2
260,장흥,2017-11,7.6,14.9,1,1.7,1.5,,192.7
260,장흥,2017-12,1.4,7.4,-4.4,23.4,18,,172.3
260,장흥,2018-01,-.3,4.9,-5.1,38.1,18.1,,181.5
260,장흥,2018-02,1.3,7.8,-4.8,26.3,25,,166
260,장흥,2018-03,8.6,15.1,2.3,133.8,40.2,,189.4
260,장흥,2018-04,13.5,19.7,6.9,112.2,33.4,8.7,194.6
260,장흥,2018-05,18.1,23.3,12.8,81.7,24.8,9.4,162.6
260,장흥,2018-06,22.2,27.4,18,220.2,139.3,53,176.1
260,장흥,2018-07,26.9,31.4,23.1,87.3,75.4,42.5,158.2
260,장흥,2018-08,27.6,31.7,23.9,302.8,146.3,39.2,205.7
260,장흥,2018-09,21.1,26.1,16.6,144.3,48.8,23.6,145.9
260,장흥,2018-10,13.9,20.8,7.5,193.5,95.5,23.8,227.3
260,장흥,2018-11,9,16.6,2.4,35.2,17.5,,187.2
260,장흥,2018-12,3.5,8.7,-1.2,35.5,13.7,,157.8
260,장흥,2019-01,2.1,7.9,-3.3,13.1,10.4,,206.2
260,장흥,2019-02,3.9,9.7,-1.6,41.4,28.1,,161.1
260,장흥,2019-03,8.1,15.1,1.3,62.4,29.8,,207.2
260,장흥,2019-04,12.3,18.4,5.9,78.5,27.1,8.2,173.5
260,장흥,2019-05,18,25.6,10.6,145.9,58.4,15.5,287.4
260,장흥,2019-06,21.5,26.6,17.2,262.2,86.5,41.8,201
260,장흥,2019-07,25.2,29.4,22,268.5,141.1,21.7,146.7
260,장흥,2019-08,26.3,30.8,22.4,91.8,32.4,22.6,202
260,장흥,2019-09,22.5,27.4,18.7,252.2,65.1,15.4,131.7
260,장흥,2019-10,16.2,22.5,10.6,236.5,180.4,39.3,209.9
260,장흥,2019-11,9.9,16.9,3.4,30.1,16.3,,187.3
260,장흥,2019-12,3.8,9.7,-1.9,34.8,22.7,,166.1
260,장흥,2020-01,4.3,9.3,0,100.8,32.9,,142.1
260,장흥,2020-02,4.7,10.4,-1,41.3,13.7,,177.5
260,장흥,2020-03,8.1,14.7,1.3,39.6,19.1,,236.3
260,장흥,2020-04,10.4,17.2,3.2,63.3,26,4.8,268.2
260,장흥,2020-05,17.5,22.6,12.1,152.7,70.3,12.9,199.6
260,장흥,2020-06,22.3,27,18.2,311.5,87,23.5,193.2
260,장흥,2020-07,22.8,26.2,20.3,354.1,91.3,24.8,68.6
260,장흥,2020-08,27,31.1,23.8,355.1,96.3,43.6,167.6
260,장흥,2020-09,20.7,25.6,16.7,219.2,89.6,20,151.5
260,장흥,2020-10,14.5,21.5,8.4,21.9,21.9,5.5,229.7
260,장흥,2020-11,10,15.9,4.1,20.1,14.8,,174.7
260,장흥,2020-12,2,8.4,-4,12.6,8.2,,189.6
260,장흥,2021-01,1,7.1,-4.6,32.2,11.3,,176.1
260,장흥,2021-02,4.7,11.1,-1.1,34.5,17.1,,179.4
260,장흥,2021-03,9.6,15.9,3.2,160,60.8,,215.1
260,장흥,2021-04,13.3,19.6,6.7,53.8,29.3,7.2,234
260,장흥,2021-05,17.3,22.9,11.6,122.8,34.8,13.7,221.7
260,장흥,2021-06,22.2,27,18,110.1,60.5,29.8,221.3
260,장흥,2021-07,26,30.1,22.4,452.5,211.2,46.1,197.6
260,장흥,2021-08,25.7,30.2,22.2,330.7,118.2,59.9,186.3
260,장흥,2021-09,22.4,26.6,18.8,96.3,38.9,25.6,120.6
260,장흥,2021-10,16.1,22.8,10.6,35.4,22.1,15.4,217.3
260,장흥,2021-11,9.1,16.4,2.9,43.5,18.1,,182.5
260,장흥,2021-12,3.2,10,-2.5,3.7,1.8,,180.6
260,장흥,2022-01,1.2,7.2,-4.2,1.7,.9,,203.3
260,장흥,2022-02,1.6,7.6,-4.7,.2,.2,,214
260,장흥,2022-03,8.6,15.2,2.1,151.9,44.3,,185
260,장흥,2022-04,13.9,21.3,6.7,91.9,54.2,24.8,232.4
260,장흥,2022-05,17.6,24.9,10.3,.8,.5,.4,291
260,장흥,2022-06,22.6,27,19,84.4,58.9,32.3,164.6
260,장흥,2022-07,26.4,30.2,22.9,205.5,101,26.1,197
260,장흥,2022-08,26.2,30.4,22.7,157.2,81.7,32.8,137.4
260,장흥,2022-09,22,27.2,17.4,154.9,97.9,26,170.7
260,장흥,2022-10,14.6,21.7,8.5,22.1,14.9,10.6,250.1
260,장흥,2022-11,10.4,18.4,3.5,35.3,12.4,,192
260,장흥,2022-12,1.1,6.4,-4,10,4,,173.8
260,장흥,2023-01,1.2,7.5,-4.7,63.1,55.8,,191.6
260,장흥,2023-02,3.5,10.6,-2.7,26.5,12.4,,177.3
260,장흥,2023-03,9.6,17.4,2,44,27.5,,226.2
260,장흥,2023-04,13.1,19.2,6.1,109.5,69.5,10.1,188.5
260,장흥,2023-05,17.7,23.2,12.3,286.2,106.9,15.8,188
260,장흥,2023-06,22.5,27.5,18.4,219.1,43.8,22.1,204.8
260,장흥,2023-07,25.7,29.2,22.9,575.2,130.7,32.3,110.2
260,장흥,2023-08,26.9,32,22.9,356.2,107.8,50.2,235
260,장흥,2023-09,23.5,28.8,19.5,152.9,38.8,32.5,164.7
260,장흥,2023-10,15.3,22.7,9,7.5,3.9,2.2,227.5
260,장흥,2023-11,9.3,15.4,3.4,93,27,,175.8
260,장흥,2023-12,4.4,10.2,-1,51.9,22,,144.3
260,장흥,2024-01,2.6,7.9,-2.4,42.9,25.8,,165.5
260,장흥,2024-02,5.8,10.7,1,145.4,68.4,,110.7
260,장흥,2024-03,7.6,13.8,1.5,68.2,25,,198.1
260,장흥,2024-04,14.9,21.1,9,162.9,60.5,11.3,181.1
260,장흥,2024-05,17.9,24.5,11.7,163.5,117.8,12.2,269.8
260,장흥,2024-06,22.5,27.7,18,222.9,98.8,30.7,199.2
260,장흥,2024-07,26.6,30.3,23.8,350.3,76.3,43.7,125.4
260,장흥,2024-08,28.2,33.7,23.9,58.3,34.2,13.2,284.9
260,장흥,2024-09,25.5,30.8,21.4,423.3,231.7,80.9,205.5
260,장흥,2024-10,17.5,23,12.7,139.8,85.9,22.9,154.8
260,장흥,2024-11,11.1,17.2,5.8,104.2,60.9,,162.9
260,장흥,2024-12,3.5,9.2,-2,2.3,1,,182.2
261,해남,1995-01,.9,5.9,-3.8,44.4,13.5,,175.5
261,해남,1995-02,2.2,8.5,-4.2,37.1,25,,175.7
261,해남,1995-03,6.9,12.3,1.2,45,21,,180.7
261,해남,1995-04,10.9,17.2,4.2,123,54.5,18,217.4
261,해남,1995-05,16,21.6,10,69.5,37,4.5,235.5
261,해남,1995-06,20.7,25.5,16.6,120.5,83,55,192.6
261,해남,1995-07,24.4,27.9,21.6,128,50,20.5,149.6
261,해남,1995-08,26.7,30.9,23,101.5,29,17.5,238.4
261,해남,1995-09,20.1,25.6,15,51,26.5,10.5,156.8
261,해남,1995-10,15.3,22.5,8.3,30.5,18.5,15,210
261,해남,1995-11,7.6,14.7,.6,32.5,7.5,,217.3
261,해남,1995-12,2,7.5,-3.4,13,3.5,,164.5
261,해남,1996-01,1.5,6.7,-3.4,35,13.5,,160.8
261,해남,1996-02,.6,6,-4.5,12.5,4,,198.1
261,해남,1996-03,5.5,10.7,.2,150.5,42.5,,149.7
261,해남,1996-04,9.4,15.8,2.3,48,39,5.5,232.4
261,해남,1996-05,16.4,22.9,9.9,36.5,13.5,10,224.7
261,해남,1996-06,21.2,25,18.2,226.5,48,21.5,96.6
261,해남,1996-07,24.4,28.4,21.3,235,74,50.5,162.4
261,해남,1996-08,25.7,30.5,21.3,123,51,47.5,209.3
261,해남,1996-09,21,27.6,14.9,34.5,31.5,11.5,193.5
261,해남,1996-10,15.3,22.3,8,70.5,32,9.5,197.8
261,해남,1996-11,9.7,14.8,4.3,65.5,23.5,.5,126.3
261,해남,1996-12,3.1,10.6,-2.8,41.5,23,,169.3
261,해남,1997-01,.7,6.3,-4.7,6,3,,188.3
261,해남,1997-02,2.8,9.4,-3.6,17.5,11,,159
261,해남,1997-03,7.5,13.9,1.6,95,44,,199.1
261,해남,1997-04,12.1,18.7,5.5,112.5,53,13.5,215.8
261,해남,1997-05,17.4,22.7,12.5,86,44.5,9.5,209.5
261,해남,1997-06,22.4,28,17.7,168.5,77,14,212.3
261,해남,1997-07,25.1,29.3,21.9,257,89.5,33,160.7
261,해남,1997-08,25.7,30.2,21.9,238.5,85,31,200.5
261,해남,1997-09,20.8,27,15.3,16,10,9.5,218
261,해남,1997-10,14.9,21.6,7.5,7,3.5,2.5,218.6
261,해남,1997-11,10.9,16.4,5,145,64.5,,112.2
261,해남,1997-12,4.7,9.8,-.2,72.7,58,,129.5
261,해남,1998-01,2.7,7.2,-1.9,43.5,13.5,,113.3
261,해남,1998-02,5.4,11.2,-.5,34.5,26,,138.8
261,해남,1998-03,7.6,13.6,1.8,104.5,78,,181.5
261,해남,1998-04,15.2,20.4,10.9,134.5,44.5,32,147.5
261,해남,1998-05,18,23.5,12.8,82,20,6.5,152.9
261,해남,1998-06,20.9,24.6,18.1,381.5,95,25,110
261,해남,1998-07,25.2,28.5,22.6,244,102.5,50.5,158
261,해남,1998-08,25.8,29.7,22.6,192.5,103,80.5,135.1
261,해남,1998-09,22.3,27.8,17.6,394,236,37.5,181.5
261,해남,1998-10,17.3,23.3,11.7,44,25.5,9.5,197.3
261,해남,1998-11,9.8,16.5,3.2,26,7,,204.9
261,해남,1998-12,4.3,11.1,-1.8,4,2,,191.9
261,해남,1999-01,2.6,8.1,-2.5,39.2,24,,163.7
261,해남,1999-02,3.6,9.4,-1.5,23.5,6.5,,170.9
261,해남,1999-03,8,13.7,2,130,60.5,,140.9
261,해남,1999-04,13,19.5,6.9,62.5,51.5,9,223.9
261,해남,1999-05,17,23.1,11.1,99.5,33.5,8.5,264.6
261,해남,1999-06,21.9,27.1,17.5,120.5,40,11.5,193.8
261,해남,1999-07,24.1,27.7,21.3,342,117,26.5,120.8
261,해남,1999-08,25.2,29.2,21.9,363,145,34.5,149.1
261,해남,1999-09,23.5,28.1,19.7,301,79.5,31,136.5
261,해남,1999-10,15.5,22.1,9.6,93.5,54,12.5,171.9
261,해남,1999-11,9.9,16.4,4.2,29.5,21.5,,173.9
261,해남,1999-12,3.8,9.8,-2.2,8.9,4.3,,183.3
261,해남,2000-01,2.8,6.7,-1.2,25.3,6.5,,128.3
261,해남,2000-02,1.6,6.7,-3.2,8.4,2.5,,197.3
261,해남,2000-03,6.9,13.8,-.1,33,20,,224.3
